Ranking,Pontos,Nome,Clube,Rating,Categoria
81,825,AMANDA LIMA,ASSOCIAÇÃO SHEKINÁH - GO,E,F
81,825,ISABELLE CARNEIRO,NIPO CAMPO MOURÃO - PR,E,F
83,821,AUZENI SILVA,ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE GOIÁS-ADFEGO-GO,E,F
84,820,IVNA ALMEIDA,CLUBE DOS DIÁRIOS - CE,E,F
84,820,CLAUDIA KATAHIRA,JUNDIAÍ CLUBE-SP,E,F
86,819,ISADORA LEITE,ASSOCIAÇÃO CEARENSE TENIS DE MESA-CE,E,F
87,812,ANA PAULA,ASSOCIAÇÃO CEARENSE TENIS DE MESA-CE,E,F
88,811,SANDRA LOPES,APTM/G.T. PAIXÃO - PA,E,F
89,810,LAÍS FREY,HEBRAICA RIO - RJ,E,F
90,800,ANDRÉA DA COSTA,ASSOCIAÇÃO M. NOGUEIRA DE TÊNIS DE MESA-DF,E,F
91,797,ADRIANA KATSUNO,INTERCOLONIAL,E,F
92,795,SORAIA ALVARENGA,ASSOCIAÇÃO DESPORTIVA INDAIATUBANA-SP,E,F
93,792,BRUNA SANTANA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,E,F
94,791,MARIA SCOZ,JUNDIAÍ CLUBE-SP,E,F
95,790,ESTER ARAÚJO,AABB NATAL - RN,E,F
96,788,PRISCILA RALICKAS,NIKKEI CURITIBA - PR,E,F
97,785,ISABELA GIACOMIN,SANTA BÁRBARA D' OESTE-SP,E,F
97,785,SOPHIA KELMER,FLUMINENSE FOOTBALL CLUB - RJ,E,F
99,784,GABRIELA BACCILI,TIETE CLUBE - SP,E,F
100,782,TATIANA KURIHARA,GRESFI LADÁRIO-PR,E,F
101,781,FRANCIELE AMARAL,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,E,F
102,780,ADRIANA DUARTE,CABANA CLUBE-PA,E,F
102,780,MARILURDES FARIAS,JUNDIAÍ CLUBE-SP,E,F
104,779,ZULEIDE LIMA,AABB NATAL - RN,E,F
105,777,ERIKA KIMURA,ATEMEL/ACEL LONDRINA - PR,E,F
106,775,CAROL OLIVEIRA,SPORT CLUB RECIFE,E,F
107,773,MONIQUE MONTEIRO,C.R VASCO DA GAMA - RJ,E,F
108,770,ANA PETERS,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,E,F
109,763,ÉRICA PETERS,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,E,F
110,762,MARIA LAURA FREITAS,ASSOCIAÇÃO MINEIRA DO PARADESPORTO - MG,E,F
111,761,BIANCA DANTAS,AABB NATAL - RN,E,F
112,760,NATALIA OKAZAKI,ATIBAIA CLUBE - SP,E,F
113,758,RAFAELLA FERREIRA,NIKKEI CURITIBA - PR,E,F
113,758,VITÓRIA SOARES SILVA,ASSOC. VARGINHENSE DE ESPORTE-MG,E,F
115,757,HILDA ENDO,NIPO CAMPO MOURÃO - PR,E,F
116,755,GLAUCIANE MENDES,PARÁ CLUBE - PA,E,F
117,752,ISABELA NUNES,CCG GAMELEIRA ITORORÓ - BA,E,F
118,751,LORENA NOVAES,ACADEMIA BAIANA - BA,E,F
119,750,ELEM SILVA,APCEF MANAUS - AM,E,F
119,750,AMANDA BEZERRA,SANTA MONICA CENTRO EDUCACIONAL-RJ,E,F
121,749,ALENICE JESUS,ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE GOIÁS-ADFEGO-GO,E,F
122,746,LUCIANA SHIMURA,ACEI ITAPEVI - SP,E,F
122,746,JACQUELINE LOPES,CLUBE DE CAMPO DE PIRACICABA-CCP-SP,E,F
124,745,LI HUA,ASSOCIAÇÃO RIO DO SUL - SC,E,F
125,744,BRUNA FANI,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,E,F
126,738,NARITA GOULART,SR MAMPITUBA/FME CRICIÚMA-SC,E,F
127,736,MARIA EDUARDA MARTINS,CLUBE PALESTRA ITÁLIA - RIBEIRÃO PRETO - SP,E,F
128,735,CÍNTIA MOLINARI,ASSOCIAÇÃO BRUSQUENSE DE TÊNIS DE MESA - SC,E,F
129,733,LETHICYA EZAKI,ITAIM KEIKO / JJYAMADA - SP,E,F
130,731,MARIA KANASHIRO,ATEMEL/ACEL LONDRINA - PR,E,F
131,730,CLARICE YOSHIHARA,JUNDIAÍ CLUBE-SP,E,F
132,727,LUZIANNE DIVINO,ACADEMIA SERGIPANA - SE,E,F
132,727,EVELLYN DOS SANTOS,ASSOC. NOVA ERA DE T.M.-SP,E,F
134,726,ALINE FRANK,ASSOCIAÇÃO ATLÉTICA CULTURAL COPAGRIL-PR,E,F
134,726,ADRYELLE SILVA,JUNDIAÍ CLUBE-SP,E,F
136,725,CAMILA KUBO,FLUMINENSE FOOTBALL CLUB - RJ,E,F
137,721,CAMILA SIQUEIRA,ASMUC - CARAGUATATUBA - SP,E,F
138,720,ALLANA SEINO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,E,F
138,720,ELIZANGELA SANTOS,APCEF MANAUS - AM,E,F
140,719,GISELA SAKAGUTE,ADM - MARÍLIA - SP,E,F
141,718,JOYCE SANTOS,ASSOCIAÇÃO M. NOGUEIRA DE TÊNIS DE MESA-DF,E,F
142,715,MICHELE SILVA,BELFORD ROXO COUNTRY CLUBE-RJ,E,F
143,710,MARIA CAMPOS,CLUBE DOS TENISTAS DA BAHIA-BA,E,F
144,708,RENATA SOUSA,ULBRA PALMAS - TO,E,F
145,705,GIULIANA VIEIRA,MADUREIRA ESPORTE CLUBE - RJ,E,F
146,704,RAQUEL KOCK,JUNDIAÍ CLUBE-SP,E,F
146,704,PATRICIA WORELL,ASSOCIAÇÃO DE TRÊS BARRAS - SC,E,F
148,703,SIMONE VIEIRA,AABB BRASÍLIA/RIZZONE - DF,E,F
149,700,LUANA SOARES,DOJO NIC NETTO TENIS DE MESA-AM,E,F
149,700,ILIANE FAUST,APAE DE FRANCISCO BELTRÃO-PR,E,F
1,698,RHAYSSA SEINO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,F,F
2,695,MYLENA CORDEIRO,AACD SÃO PAULO - SP,F,F
3,694,ANA CLAUDIA VEDOVE,ADM - MARÍLIA - SP,F,F
3,694,ROBERTA FONTES,CENTRO ISRAELITA DE PERNAMBUCO-PE,F,F
5,692,JESSICA BLASIUS,ASSOCIAÇÃO RIO DO SUL - SC,F,F
5,692,LIVIA CASTRO,CR SALDANHA DA GAMA/JOOLA/ADC ESTRELA/STA CECÍLIA - SP,F,F
7,689,NORMA IKEDA,SANTA BÁRBARA D' OESTE-SP,F,F
7,689,MARIA MARTINEZ,ESTRELA DE OURO - SP,F,F
9,688,PAULA KUMA,ATEMEL/ACEL LONDRINA - PR,F,F
10,686,TRICIA GOULART,CLUBE RIOESTENSE DE TÊNIS DE MESA-SC,F,F
10,686,TRICIA GOULART,CLUBE RIOESTENSE DE TÊNIS DE MESA-SC,F,F
12,685,JOYCE BARROSO,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,F,F
12,685,NATHALIA OLIVEIRA,FME - ARARAQUARA - SP,F,F
14,682,CRISTINA MARTINS,SPORT CLUB RECIFE,F,F
14,682,CLEUSA MARCOS,SR MAMPITUBA/FME CRICIÚMA-SC,F,F
16,681,CECILIA RAMOS,ADM - PETRÓPOLIS - RJ,F,F
16,681,TOMIYO NISHIMORI,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,F,F
18,679,GABRIELA MARROQUE,ASSOC. DOS MESATENISTAS DE CASCÁVEL-PR,F,F
19,678,LEILIANE OLIVEIRA,CENTRO DE TREINAMENTO GYNTT-GO,F,F
20,677,RUTE RICARDO,NIKKEI CURITIBA - PR,F,F
21,676,CLEUSA TAGUCHI,ITAIM KEIKO / JJYAMADA - SP,F,F
22,675,JEANE BARROS,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,F,F
23,674,SARA PEREIRA,ASSOCIAÇÃO RIO DO SUL - SC,F,F
24,671,BIANCA HORIE,ITAIM KEIKO / JJYAMADA - SP,F,F
25,670,JOANA HARA,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,F,F
26,666,GABRIELA SANTOS,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,F,F
26,666,ANNY SOUZA,COLÉGIO TRIÂNGULO-RJ,F,F
26,666,FERNANDA REIS,ASSOC. VARGINHENSE DE ESPORTE-MG,F,F
29,665,AMANDA GOMES,CENTRO ISRAELITA DE PERNAMBUCO-PE,F,F
30,661,CRISTIANE BERGAMINI,ESTRELA DE OURO - SP,F,F
31,660,RAFAELA NICOLETE,AMERICANA - SP,F,F
32,657,DANIELE SILVA,SR MAMPITUBA/FME CRICIÚMA-SC,F,F
33,652,LETHICIA LACERDA,ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE GOIÁS-ADFEGO-GO,F,F
34,651,JOYCE HORA,C.R VASCO DA GAMA - RJ,F,F
35,650,LARISSA CORREA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,F,F
36,648,CAROLINA SILVA,ED HC NATAL-RN,F,F
36,648,CANDIDA ARRUDA,SPORT CLUB RECIFE - PE,F,F
38,646,IVONY FRANÇA,ED HC NATAL-RN,F,F
38,646,ALBA SALDANHA,ACADEMIA BAIANA - BA,F,F
40,645,THAIS OBA,FLUMINENSE FOOTBALL CLUB - RJ,F,F
41,644,VERÔNICA LIMA,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,F,F
42,643,ULDA CALDAS,BETHEL PALMAS - TO,F,F
42,643,PAMELA APARECIDA,ASSOCIAÇÃO AMIGOS DO TÊNIS DE MESA-SC,F,F
44,641,TAMIRIS GERONIMO,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,F,F
45,640,CHRISTIANE SOUSA,ALDEOTA SUL,F,F
46,638,SAMIA LIMA,ACADEMIA CEARENSE - CE,F,F
46,638,MILENA SATIE HAYASHI,CR SALDANHA DA GAMA/JOOLA/ADC ESTRELA/STA CECÍLIA - SP,F,F
48,637,JULIA YETIKA,SANTO ANDRÉ / ADSA - SP,F,F
49,628,TAIS PINHEIRO,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,F,F
49,628,MARIANA GONÇALVES,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,F,F
51,627,LORENA ROCHA,GREMIO SOCIAL ESPORTIVO DE ROCHA MIRANDA-RJ,F,F
52,625,ELISSA OKUNO,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,F,F
53,624,GEÓRGEA SANTOS,FME - INDAIAL - SC,F,F
54,622,JULIA DOS SANTOS,ITAIM KEIKO / JJYAMADA - SP,F,F
55,620,JULIANA SILVA,PANTANAL CLUBE - MS,F,F
55,620,ALINE FONTANIVE,ASSOCIAÇÃO RIO DO SUL - SC,F,F
57,616,FLAVIA BORGES,OCIAN PRAIA CLUBE - SP,F,F
58,614,MAYARA RABÊLO,SANTO ANDRÉ / ADSA - SP,F,F
58,614,ANA ZULIN,SOCIEDADE THALIA CURITIBA - PR,F,F
60,612,RAQUEL MONTEIRO,APCEF MANAUS - AM,F,F
60,612,TATIANA MEDEIROS,C.R VASCO DA GAMA - RJ,F,F
62,611,JOYCE DAMASCENO,C.R VASCO DA GAMA - RJ,F,F
63,610,LORRANA SILVA,CENTRO DE TREINAMENTO GYNTT-GO,F,F
63,610,PATRICIA AREB,RIO NEGRO CLUBE - MANAUS,F,F
65,609,JULIA ARRUDA,SPORT CLUB RECIFE - PE,F,F
65,609,JESSICA MARINHO,ACADEMIA CALANGOS/ANDRO/MONSTERGLUE/NRG/CRAJUBARTM-CE,F,F
67,607,TAMILI CUSTÓDIO,ADC- FME CRICIÚMA-SC,F,F
68,604,HELEN PEGLOW,SR MAMPITUBA/FME CRICIÚMA-SC,F,F
69,603,FUJIE KIMURA,ASSOC. DOS MESATENISTAS DE CASCÁVEL-PR,F,F
69,603,SATIKO MORI,ITAIM KEIKO / JJYAMADA - SP,F,F
71,601,CINTIA COSTA,C.R VASCO DA GAMA - RJ,F,F
72,600,CAROLINA TOMITA,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,F,F
1,597,ANTONIA MONICA BATISTA,ACADEMIA BAIANA - BA,G,F
1,597,CRISTIANE TOMOIKE,ITAIM KEIKO / JJYAMADA - SP,G,F
1,597,MARLI PAULO,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,G,F
4,596,DAYANE SANTOS,YARA CLUBE MARILIA - SP,G,F
4,596,THALITA CALIL,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,G,F
4,596,MAHAYLA SARDA,ASSOCIAÇÃO RIO DO SUL - SC,G,F
7,592,NATALIA CORREA,FLUMINENSE FOOTBALL CLUB - RJ,G,F
8,590,ELIANE MELLO,ASSOCIAÇÃO CHAPECOENSE - SC,G,F
9,588,JULIANY ARAUJO,ED HC NATAL-RN,G,F
9,588,MAUREN GAULOSKI,ASSOCIAÇÃO DE TRÊS BARRAS - SC,G,F
9,588,ELIANE NASCIMENTO,APCEF-MA,G,F
12,584,RAVANNE RODRIGUES,JARAGUÁ TÊNIS CLUBE - AL,G,F
13,582,ALANA SOARES,ASSOCIAÇÃO FITPONG DE TÊNIS DE MESA-DF,G,F
13,582,LAURA PATRIANOVA,ASSOCIAÇÃO AMIGOS DO TÊNIS DE MESA-SC,G,F
15,581,MONICA MINE,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,G,F
16,579,LAURA MAZETI,ADM - MARÍLIA - SP,G,F
17,574,GABRIELA OLIVEIRA,ASSOC. NOVA ERA DE T.M.-SP,G,F
18,572,TIANA ARRUDA,SPORT CLUB RECIFE - PE,G,F
19,571,CAROLINA MANDONATO,ESTRELA DE OURO - SP,G,F
20,570,LETICIA BORGERT,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,G,F
21,569,TAINÁ LEITE,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,G,F
22,568,ADRIANA SILVA,ACERT TUPÃ - SP,G,F
22,568,CÁSSIA CAMPANHA,JUNDIAÍ CLUBE-SP,G,F
22,568,MARIA ADDARIO,NCM NAGIB MATNI / BELÉM - PA,G,F
25,567,CRISTINA KUWANO,INTERCOLONIAL,G,F
26,566,CLAUDIA CERQUEIRA,JARAGUÁ TÊNIS CLUBE - AL,G,F
26,566,VIVIAN SILVA,CLUBE COMERCIAL DE CARAZINHO-RS,G,F
26,566,MARILIA LOPES,AABB FORTALEZA - CE,G,F
26,566,JANA GOMES,NCM NAGIB MATNI / BELÉM - PA,G,F
26,566,EMESE KOTTASZ,CLUBE NIPO DE BRASÍLIA - DF,G,F
31,565,ISABELA PATERNO,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,G,F
31,565,DIRCE MOREIRA,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,G,F
31,565,FERNANDA BORBA,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
34,564,GABRIELLE PINCERATO,ITAIM KEIKO / JJYAMADA - SP,G,F
34,564,CAROLINE MIRAS,MADUREIRA ESPORTE CLUBE - RJ,G,F
36,562,PAMELA ALENCAR,CENTRO ISRAELITA DE PERNAMBUCO-PE,G,F
37,560,MELANIE BURLAMARQUI,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,G,F
38,558,ELISA TAKATSUJI,CLUBE NIPO DE BRASÍLIA - DF,G,F
39,556,THAMIRES FARIAS,SANTA MONICA CENTRO EDUCACIONAL-RJ,G,F
40,553,JANAYNA MELLO,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
41,552,THAYSSA MACHADO,ASSOC. VARGINHENSE DE ESPORTE-MG,G,F
42,551,KARYA SERRAO,NÁUTICO BOA VISTA,G,F
42,551,MARIANA PELLIZONI,SANTA BÁRBARA D' OESTE-SP,G,F
44,550,SUELLEN CALEFI,NIPO CAMPO GRANDE - MS,G,F
44,550,FLAVIA LOPES,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,G,F
46,549,GABRIELLA DOVERA,PENDRAGON SÃO LUIS - MA,G,F
47,548,NARLA ARAGAO,PENDRAGON SÃO LUIS - MA,G,F
48,547,RUTH ZAMA,ASSOC. DOS MESATENISTAS DE CASCÁVEL-PR,G,F
48,547,JADE FERREIRA,ASSOCIAÇÃO ESPORTIVA MANAUS/ITAIM KEIKO-AM,G,F
50,546,RUTH MELO,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
50,546,BRUNA FREITAS,ACADEMIA CEARENSE - CE,G,F
52,545,ISABELA ROSAS,TREZE/ KORPUS CAMPINA GRANDE - PB/,G,F
53,544,RACHEL COSTA,APTM/G.T. PAIXÃO - PA,G,F
54,543,CAMILA OLIVEIRA,ADC- FME CRICIÚMA-SC,G,F
54,543,ANDREZA BARROSO,ASSEMBLÉIA PARAENSE - PA,G,F
54,543,MILCA SOUZA,PING TABLE TENNIS AERO CLUBE-RN,G,F
54,543,JULIA LIMA,PING TABLE TENNIS AERO CLUBE-RN,G,F
58,542,GABRIELLI MACHADO,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,G,F
58,542,HELLEN FERNANDES,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,G,F
58,542,IZA NISHIMORI,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,G,F
61,541,AKICO UEZU,INTERCOLONIAL,G,F
62,540,CARMEN NAITO,ACENBO OSASCO - SP,G,F
63,539,VITÓRIA ANHAIA,SR MAMPITUBA/FME CRICIÚMA-SC,G,F
64,538,DEYSE PEREIRA,SPORT CLUB RECIFE - PE,G,F
64,538,PALOMA CASTRIOTO,FLUMINENSE FOOTBALL CLUB - RJ,G,F
66,537,ISABELA LEUTÉRIO,ADM - MARÍLIA - SP,G,F
66,537,JÉSSICA FORMIGARI,ASSOÇIAÇÃO DE TÊNIS DE MESA JARAGUAENSE-SC,G,F
68,536,EVAINE AOKI,ATEMEL/ACEL LONDRINA - PR,G,F
68,536,ANA MARCIANO,NÁUTICO BOA VISTA,G,F
68,536,ANYELE MARQUES,KOSMOS CLUBE - SP,G,F
68,536,FABIULA PINTO,ASSOCIAÇÃO FITPONG DE TÊNIS DE MESA-DF,G,F
68,536,ELZA SA,ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE GOIÁS-ADFEGO-GO,G,F
68,536,DANIELLA SILVA,ASSOCIAÇÃO GOIANA DE TÊNIS DE MESA-AGTM-GO,G,F
74,534,TEREZINHA LOUREIRO,AABB BELÉM - PA,G,F
74,534,MICHELY CORREA,CONCÓRDIA/POÁ - SP,G,F
74,534,CARLA ABERTONI,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,G,F
74,534,NATÁLIA VELAZQUEZ,PREFEITURA MUNICIPAL DE ITATIBA - SP,G,F
78,533,JULIANA YAMAJI,ACEI ITAPEVI - SP,G,F
79,532,KELLY FERREIRA,OLARIA ATLÉTICO CLUBE - RJ,G,F
80,531,VERA ZAMBELLI,ITAIM KEIKO / JJYAMADA - SP,G,F
80,531,SANDRA SILVA,ASSOC. NOVA ERA DE T.M.-SP,G,F
82,530,LUCIANA YAMAJI,ACEI ITAPEVI - SP,G,F
82,530,AMANDA CAMPOS,YARA CLUBE MARILIA - SP,G,F
82,530,DANIELA ARAKAKI,CLUBE CAMPESTRE YPÊ - MS,G,F
85,529,EMILY KOBAYASHI,ACEAS NIKKEI SUZANO - SP,G,F
85,529,LETICIA LIRA,AABB SÃO LUÍS-MA,G,F
87,528,ALINNE RHAYANE NASCIMENTO,AABB-AP,G,F
88,526,VIVIANE CARVALHO,ASMETT BRASÍLIA - DF,G,F
88,526,MORGANA PEREIRA,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,G,F
88,526,ANA GALINA,FUNDACAO MUNICIPAL DE ESPORTES E CULTURA DE PINHALZINHO - FMEC - SC,G,F
91,523,LUCIANA BARROS,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
91,523,CAROLINE ROCHA,FLUMINENSE FOOTBALL CLUB - RJ,G,F
93,522,RUTH DUARTE,ACADEMIA CEARENSE - CE,G,F
93,522,SUELI DAIDO,CONFEDERAÇÃO BRASILEIRA DE TÊNIS DE MESA - CBTM,G,F
95,521,MARIA CLARA,ESTRELA DE OURO - SP,G,F
95,521,MARIA GALEGO,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,G,F
95,521,MARIA ARAUJO,SR MAMPITUBA/FME CRICIÚMA-SC,G,F
98,520,LUIZA RIBEIRO,CLUBE NÁUTICO DE VOLTA REDONDA - RJ,G,F
98,520,MICHELE YUWANAGA,ATEMEL/ACEL LONDRINA - PR,G,F
100,518,JÉSSICA MASSELLI,SÃO CARLOS TM - SP,G,F
100,518,BRUNA FEITOSA,ACADEMIA CEARENSE - CE,G,F
102,517,VANESSA VALE,NÁUTICO BOA VISTA,G,F
103,516,LAIS SANTOS,ULBRA PALMAS - TO,G,F
103,516,GABRIELA NABHAN,NIPO CAMPO GRANDE - MS,G,F
103,516,ANGÉLICA MARINHO,CLUBE MUNICIPAL RIO DE JANEIRO - RJ,G,F
103,516,THAINA CUNHA,ARQUIDIOCESANO ARACAJU - SE,G,F
107,515,MARIA PETERS,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,G,F
107,515,ANI TADIMA,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,G,F
107,515,FERNANDA OSHIRO,NIPO CAMPO GRANDE - MS,G,F
110,514,JHENIFER WEND,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,G,F
110,514,HIROMI KIMURA,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,G,F
110,514,DENISE PRAIA,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,G,F
113,512,JAQUELINE ARAUJO,JARAGUÁ TÊNIS CLUBE - AL,G,F
113,512,MICHELLE FONTENELLE,NÁUTICO BOA VISTA,G,F
113,512,KARINA TORRES,CENTRO ISRAELITA DE PERNAMBUCO-PE,G,F
113,512,JHÉSSICA CAMPOS,ASSOC. DOS MESATENISTAS DO MUNIC. DE ITORORO-BA,G,F
113,512,CLARA MATOS,ASSOC. ESPORTIVA E CULTURAL INSTITUTO PHOENIX - SC,G,F
113,512,IOLANDA MAIA,ASSOC TOP SPIN DE TM DE CAMPO GRANDE-MS,G,F
113,512,ISABELLE RAMIRES,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,G,F
120,511,FERNANDA CASTAMANN,ASSOCIAÇÃO CHAPECOENSE - SC,G,F
121,510,NICOLE VEIGA,ASSOCIAÇÃO ITAJAIENSE - SC,G,F
122,509,ALECSANDRA PEREIRA,BOLA RÁPIDA - MS,G,F
123,508,YUKO MORITA,NIKKEI ITAQUERA - SP,G,F
123,508,MICHELE CONTIN,KOSMOS CLUBE - SP,G,F
123,508,MAITE BIELA,ASSOCIAÇÃO VIDEIRENSE - SC,G,F
126,507,ELISANGELA SOUZA,ITAPIRA CLUBE,G,F
127,506,GABRIELA BOCCATTO,SANTA BÁRBARA D' OESTE-SP,G,F
127,506,NATALIA OHARA,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,G,F
127,506,BETINA BUENO,CLUBE ITUANO DE ESPORTES-SP,G,F
127,506,HÊVELYN SILVA,CENTRO DE TÊNIS DE MESA - GO,G,F
131,505,LAURA RIBEIRO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,G,F
131,505,CLARISSA NUNES,AABB NATAL - RN,G,F
133,504,ADRYANNE SOUZA,ULBRA MANAUS,G,F
133,504,THAYS HASEGAWA,KOSMOS CLUBE - SP,G,F
133,504,ELLEN PSIDONIK,ASSERVEL - CASCAVEL - PR,G,F
133,504,KELY PINHEIRO,FLUMINENSE FOOTBALL CLUB - RJ,G,F
137,502,LIZ SERAPHIM,CLUBE NÁUTICO DE VOLTA REDONDA - RJ,G,F
137,502,IRENE SILVA,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,G,F
139,501,VANESSA AGOSTINHO,ITAPIRA CLUBE,G,F
139,501,CAROLINA RAMOS,ITAPIRA CLUBE,G,F
139,501,ALANA ARCHER,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,G,F
142,500,CRISTINA MALLON,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,G,F
142,500,ISABELA CARVALHO,FLUMINENSE FOOTBALL CLUB - RJ,G,F
142,500,MARIA MATTOS,NIKKEI CURITIBA - PR,G,F
142,500,LUCILÉIA PAIVA,CEPE BELÉM - PA,G,F
142,500,GABRIELA ALMEIDA,PENDRAGON SÃO LUIS - MA,G,F
142,500,AMANDA SILVA,PENDRAGON SÃO LUIS - MA,G,F
142,500,BIANCA MATOS,ASSOC. ESPORTIVA E CULTURAL INSTITUTO PHOENIX - SC,G,F
142,500,BARBARA IRINEU,EMEC PARAÍBA/ESTRELA DO MAR - PB - CNPJ??,G,F
142,500,TATIANE TUTIDA,ATEMEL/ACEL LONDRINA - PR,G,F
142,500,NAZARE SEIXAS,JARAGUÁ TÊNIS CLUBE - AL,G,F
142,500,ANDRÉA OSHIRO,BOLA RÁPIDA - MS,G,F
142,500,ANA PRESTES,NIPO CAMPO MOURÃO - PR,G,F
142,500,MARIANA PORTELA,ASSOC. ESPORTIVA E CULTURAL INSTITUTO PHOENIX - SC,G,F
142,500,TALITA TANAKA,NIPO CAMPO MOURÃO - PR,G,F
142,500,TATIANA MARTINS,C.R VASCO DA GAMA - RJ,G,F
142,500,BARBARA FURUIE,ATEMEL/ACEL LONDRINA - PR,G,F
142,500,LUCIANA YANO,ATEMEL/ACEL LONDRINA - PR,G,F
142,500,ISABELLA FURUIE,ATEMEL/ACEL LONDRINA - PR,G,F
142,500,PAULA CRISTINA LUCIANO,AABB CRICIUMA,G,F
142,500,ANA CLAUDIA SILVA,AABB CRICIUMA,G,F
142,500,MARILIA GALVAO,ACADEMIA CEARENSE - CE,G,F
142,500,PRISCYLA MAIA,ACADEMIA CEARENSE - CE,G,F
142,500,CINTHIA MARTINS,ACADEMIA CEARENSE - CE,G,F
142,500,SHIRLEY MINELLI,ACADEMIA CEARENSE - CE,G,F
142,500,EDIANE SILVA,ACADEMIA CEARENSE - CE,G,F
142,500,VIVIANE BENEVIDES,ASSOC. DE TÊNIS DE MESA - GÊMEOS TT - SC,G,F
142,500,ALESSANDRA ADAO,ADM - MARÍLIA - SP,G,F
142,500,PRISCILA ANGELI,ADM - MARÍLIA - SP,G,F
142,500,BEATRIZ DELEO,ADM - MARÍLIA - SP,G,F
142,500,TATIANE ITANO,ADM - MARÍLIA - SP,G,F
142,500,MARIA LETICIA FIGUEIREDO,PENDRAGON SÃO LUIS - MA,G,F
142,500,TAYNAH MACHADO,PENDRAGON SÃO LUIS - MA,G,F
142,500,FRANCISCA SILVA,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,G,F
142,500,GABRIELA FOINQUINOS,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
142,500,JANE MELO,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
142,500,DANIELLE MELO,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
142,500,CARLA RODRIGUES,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,G,F
